id,date,city,lat,long,pop,shop,brand,container,capacity,price,quantity
1042,31/12/12,Athens,37.96245,23.68708,672130,shop_3,adult-cola,glass,500ml,1.37,7761
1043,31/12/12,Athens,37.96245,23.68708,672130,shop_3,adult-cola,can,330ml,0.77,14590
1044,31/12/12,Athens,37.96245,23.68708,672130,shop_3,orange-power,plastic,1.5lt,1.68,21555
1045,31/12/12,Athens,37.96245,23.68708,672130,shop_3,orange-power,can,330ml,0.25,46779
1046,31/12/12,Athens,37.96245,23.68708,672130,shop_3,gazoza,glass,500ml,0.54,29906
1047,31/12/12,Athens,37.96245,23.68708,672130,shop_3,gazoza,plastic,1.5lt,0.72,26032
1048,31/12/12,Athens,37.96245,23.68708,672130,shop_3,gazoza,can,330ml,0.32,32935
1049,31/12/12,Athens,37.96245,23.68708,672130,shop_3,lemon-boost,glass,500ml,0.87,17424
1050,31/12/12,Athens,37.96245,23.68708,672130,shop_3,lemon-boost,plastic,1.5lt,1.67,13500
1051,31/12/12,Larisa,39.63689,22.41761,137540,shop_5,kinder-cola,,500ml,1.4,7497
1052,31/12/12,Larisa,39.63689,22.41761,137540,shop_5,kinder-cola,plastic,1.5lt,3.13,9485
1053,31/12/12,Larisa,39.63689,22.41761,137540,shop_5,adult-cola,glass,500ml,0.84,28450
1054,31/12/12,Larisa,39.63689,22.41761,137540,shop_5,adult-cola,plastic,1.5lt,1.9,17890
1055,31/12/12,Larisa,39.63689,22.41761,137540,shop_5,adult-cola,can,330ml,0.64,25128
1056,31/12/12,Larisa,39.63689,22.41761,137540,shop_5,orange-power,glass,500ml,0.89,28010
1057,31/12/12,Larisa,39.63689,22.41761,137540,shop_5,orange-power,plastic,1.5lt,1.49,19296
1058,31/12/12,Larisa,39.63689,22.41761,137540,shop_5,orange-power,can,330ml,0.6,23250
1059,31/12/12,Larisa,39.63689,22.41761,137540,shop_5,gazoza,glass,500ml,0.49,58837
1060,31/12/12,Larisa,39.63689,22.41761,137540,shop_5,gazoza,can,330ml,0.25,46834
1061,31/12/12,Larisa,39.63689,22.41761,137540,shop_5,lemon-boost,glass,500ml,0.79,21501
1062,31/12/12,Larisa,39.63689,22.41761,137540,shop_5,lemon-boost,plastic,1.5lt,1.98,14381
1063,31/12/12,Larisa,39.63689,22.41761,137540,shop_5,lemon-boost,can,330ml,0.38,34287
1064,31/12/12,Athens,37.96245,23.68708,672130,shop_3,kinder-cola,can,330ml,0.94,7603
1065,31/12/12,Thessaloniki,40.64361,22.93086,346502,shop_4,kinder-cola,glass,500ml,1.24,17085
1066,31/12/12,Patra,38.24444,21.73444,164250,shop_6,orange-power,can,330ml,0.45,58362
1067,31/12/12,Patra,38.24444,21.73444,164250,shop_6,gazoza,glass,500ml,0.58,55913
1068,31/12/12,Athens,37.97945,23.71622,672130,shop_1,kinder-cola,can,330ml,0.91,11981
1069,31/12/12,Irakleion,35.32787,25.14341,134219,shop_2,lemon-boost,glass,500ml,1,18292
1070,31/12/12,Athens,37.97945,23.71622,672130,shop_1,adult-cola,plastic,1.5lt,2.88,12347
1071,31/12/12,Larisa,39.63689,22.41761,137540,shop_5,gazoza,plastic,1.5lt,1.32,16149
1072,31/12/12,Larisa,39.63689,22.41761,137540,shop_5,kinder-cola,can,330ml,0.83,14501
1073,31/12/12,Athens,37.96245,23.68708,672130,shop_3,lemon-boost,can,330ml,0.55,14992
1074,31/12/12,Athens,37.96245,23.68708,672130,shop_3,orange-power,glass,500ml,0.83,24244
1075,31/12/12,Patra,38.24444,21.73444,164250,shop_6,orange-power,glass,500ml,0.72,51717
1076,31/12/12,Patra,38.24444,21.73444,164250,shop_6,lemon-boost,glass,500ml,0.99,24650
1077,31/12/12,Irakleion,35.32787,25.14341,134219,shop_2,orange-power,glass,500ml,0.72,40032
1078,31/12/12,Athens,37.96245,23.68708,672130,shop_3,adult-cola,plastic,1.5lt,2.63,10283
1079,31/12/12,Thessaloniki,40.64361,22.93086,346502,shop_4,adult-cola,glass,500ml,1.26,21803
1080,31/01/13,Athens,37.97945,23.71622,671022,shop_1,kinder-cola,glass,500ml,1.32,9374
1081,31/01/13,Athens,37.97945,23.71622,671022,shop_1,kinder-cola,plastic,1.5lt,2.47,7861
1082,31/01/13,Athens,37.97945,23.71622,671022,shop_1,kinder-cola,can,330ml,0.66,14972
1083,31/01/13,Athens,37.97945,23.71622,671022,shop_1,adult-cola,glass,500ml,1.23,14847
1084,31/01/13,Athens,37.97945,23.71622,671022,shop_1,adult-cola,plastic,1.5lt,2.73,11531
1085,31/01/13,Athens,37.97945,23.71622,671022,shop_1,adult-cola,can,330ml,0.79,12185
1086,31/01/13,Athens,37.97945,23.71622,671022,shop_1,orange-power,glass,500ml,0.79,27025
1087,31/01/13,Athens,37.97945,23.71622,671022,shop_1,orange-power,plastic,1.5lt,1.47,16027
1088,31/01/13,Athens,37.97945,23.71622,671022,shop_1,orange-power,can,330ml,0.39,39338
1089,31/01/13,Athens,37.97945,23.71622,671022,shop_1,gazoza,glass,500ml,0.68,26337
1090,31/01/13,Athens,37.97945,23.71622,671022,shop_1,gazoza,plastic,1.5lt,0.94,25126
1091,31/01/13,Athens,37.97945,23.71622,671022,shop_1,gazoza,can,330ml,0.36,24232
1092,31/01/13,Athens,37.97945,23.71622,671022,shop_1,lemon-boost,glass,500ml,0.97,12802
1093,31/01/13,Athens,37.97945,23.71622,671022,shop_1,lemon-boost,plastic,1.5lt,1.6,13822
1094,31/01/13,Athens,37.97945,23.71622,671022,shop_1,lemon-boost,can,330ml,0.52,20164
1095,31/01/13,Irakleion,35.32787,25.14341,135432,shop_2,kinder-cola,glass,500ml,1.28,12802
1096,31/01/13,Irakleion,35.32787,25.14341,135432,shop_2,kinder-cola,plastic,1.5lt,4.02,6082
1097,31/01/13,Irakleion,35.32787,25.14341,135432,shop_2,kinder-cola,can,330ml,0.95,10696
1098,31/01/13,Irakleion,35.32787,25.14341,135432,shop_2,adult-cola,glass,500ml,1.19,16758
1099,31/01/13,Irakleion,35.32787,25.14341,135432,shop_2,adult-cola,plastic,1.5lt,3.31,10362
1100,31/01/13,Irakleion,35.32787,25.14341,135432,shop_2,adult-cola,can,330ml,0.65,21490
1101,31/01/13,Irakleion,35.32787,25.14341,135432,shop_2,orange-power,glass,500ml,0.8,27176
1102,31/01/13,Irakleion,35.32787,25.14341,135432,shop_2,orange-power,can,330ml,0.4,38486
1103,31/01/13,Irakleion,35.32787,25.14341,135432,shop_2,gazoza,glass,500ml,0.63,36510
1104,31/01/13,Irakleion,35.32787,25.14341,135432,shop_2,gazoza,plastic,1.5lt,1.07,28929
1105,31/01/13,Irakleion,35.32787,25.14341,135432,shop_2,gazoza,can,330ml,0.34,34739
1106,31/01/13,Irakleion,35.32787,25.14341,135432,shop_2,lemon-boost,glass,500ml,0.86,20029
1107,31/01/13,Irakleion,35.32787,25.14341,135432,shop_2,lemon-boost,plastic,1.5lt,1.7,14558
1108,31/01/13,Irakleion,35.32787,25.14341,135432,shop_2,lemon-boost,can,330ml,0.55,21923
1109,31/01/13,Patra,38.24444,21.73444,166301,shop_6,kinder-cola,glass,500ml,1.27,15080
1110,31/01/13,Patra,38.24444,21.73444,166301,shop_6,kinder-cola,plastic,1.5lt,2.84,13693
1111,31/01/13,Patra,38.24444,21.73444,166301,shop_6,kinder-cola,can,330ml,0.56,27660
1112,31/01/13,Patra,38.24444,21.73444,166301,shop_6,adult-cola,glass,500ml,0.96,27155
1113,31/01/13,Patra,38.24444,21.73444,166301,shop_6,adult-cola,plastic,1.5lt,3.2,12030
1114,31/01/13,Patra,38.24444,21.73444,166301,shop_6,adult-cola,can,330ml,0.58,31191
1115,31/01/13,Patra,38.24444,21.73444,166301,shop_6,orange-power,plastic,1.5lt,1.03,44073
1116,31/01/13,Patra,38.24444,21.73444,166301,shop_6,gazoza,plastic,1.5lt,0.84,43812
1117,31/01/13,Patra,38.24444,21.73444,166301,shop_6,gazoza,can,330ml,0.34,46351
1118,31/01/13,Patra,38.24444,21.73444,166301,shop_6,lemon-boost,glass,500ml,1.12,16827
1119,31/01/13,Thessaloniki,40.64361,22.93086,347001,shop_4,kinder-cola,glass,500ml,1.3,13384
1120,31/01/13,Thessaloniki,40.64361,22.93086,347001,shop_4,kinder-cola,plastic,1.5lt,1.88,15304
1121,31/01/13,Thessaloniki,40.64361,22.93086,347001,shop_4,kinder-cola,can,330ml,0.91,12877
1122,31/01/13,Thessaloniki,40.64361,22.93086,347001,shop_4,adult-cola,glass,500ml,1.29,14756
1123,31/01/13,Thessaloniki,40.64361,22.93086,347001,shop_4,adult-cola,plastic,1.5lt,2.51,16914
1124,31/01/13,Thessaloniki,40.64361,22.93086,347001,shop_4,adult-cola,can,330ml,0.67,22256
1125,31/01/13,Thessaloniki,40.64361,22.93086,347001,shop_4,orange-power,glass,500ml,0.81,35077
1126,31/01/13,Thessaloniki,40.64361,22.93086,347001,shop_4,orange-power,plastic,1.5lt,1.12,27061
1127,31/01/13,Thessaloniki,40.64361,22.93086,347001,shop_4,orange-power,can,330ml,0.4,42673
1128,31/01/13,Thessaloniki,40.64361,22.93086,347001,shop_4,gazoza,plastic,1.5lt,0.8,40186
1129,31/01/13,Thessaloniki,40.64361,22.93086,347001,shop_4,lemon-boost,glass,500ml,1.12,16718
1130,31/01/13,Thessaloniki,40.64361,22.93086,347001,shop_4,lemon-boost,plastic,1.5lt,1.81,14738
1131,31/01/13,Thessaloniki,40.64361,22.93086,347001,shop_4,lemon-boost,can,330ml,0.37,33278
1132,31/01/13,Athens,37.96245,23.68708,671022,shop_3,kinder-cola,glass,500ml,1.26,8360
1133,31/01/13,Athens,37.96245,23.68708,671022,shop_3,kinder-cola,plastic,1.5lt,1.77,9271
1134,31/01/13,Athens,37.96245,23.68708,671022,shop_3,kinder-cola,can,330ml,0.87,6574
1135,31/01/13,Athens,37.96245,23.68708,671022,shop_3,adult-cola,glass,500ml,1.29,9922
1136,31/01/13,Athens,37.96245,23.68708,671022,shop_3,adult-cola,plastic,1.5lt,3.06,7273
1137,31/01/13,Athens,37.96245,23.68708,671022,shop_3,adult-cola,can,330ml,0.64,14646
1138,31/01/13,Athens,37.96245,23.68708,671022,shop_3,orange-power,glass,500ml,1,11702
1139,31/01/13,Athens,37.96245,23.68708,671022,shop_3,orange-power,can,330ml,0.47,20610
1140,31/01/13,Athens,37.96245,23.68708,671022,shop_3,gazoza,glass,500ml,0.69,15913
1141,31/01/13,Athens,37.96245,23.68708,671022,shop_3,gazoza,plastic,1.5lt,0.77,22308
1142,31/01/13,Athens,37.96245,23.68708,671022,shop_3,gazoza,can,330ml,0.39,14101
1143,31/01/13,Athens,37.96245,23.68708,671022,shop_3,lemon-boost,glass,500ml,0.99,12024
1144,31/01/13,Athens,37.96245,23.68708,671022,shop_3,lemon-boost,plastic,1.5lt,1.63,10910
1145,31/01/13,Athens,37.96245,23.68708,671022,shop_3,lemon-boost,can,330ml,0.59,12685
1146,31/01/13,Larisa,39.63689,22.41761,139242,shop_5,kinder-cola,glass,500ml,1.01,11645
1147,31/01/13,Larisa,39.63689,22.41761,139242,shop_5,kinder-cola,plastic,1.5lt,2.68,6192
1148,31/01/13,Larisa,39.63689,22.41761,139242,shop_5,kinder-cola,can,330ml,0.98,8051
1149,31/01/13,Larisa,39.63689,22.41761,139242,shop_5,adult-cola,glass,500ml,1.23,11937
1150,31/01/13,Larisa,39.63689,22.41761,139242,shop_5,orange-power,plastic,1.5lt,1.47,17597
1151,31/01/13,Larisa,39.63689,22.41761,139242,shop_5,gazoza,plastic,1.5lt,1.19,18507
1152,31/01/13,Larisa,39.63689,22.41761,139242,shop_5,gazoza,can,330ml,0.39,23237
1153,31/01/13,Larisa,39.63689,22.41761,139242,shop_5,lemon-boost,glass,500ml,0.76,18004
1154,31/01/13,Larisa,39.63689,22.41761,139242,shop_5,lemon-boost,plastic,1.5lt,2.17,9720
1155,31/01/13,Larisa,39.63689,22.41761,139242,shop_5,lemon-boost,can,330ml,0.62,13509
1156,31/01/13,Patra,38.24444,21.73444,166301,shop_6,gazoza,glass,500ml,0.53,64460
1157,31/01/13,Larisa,39.63689,22.41761,139242,shop_5,adult-cola,can,330ml,0.74,13255
1158,31/01/13,Patra,38.24444,21.73444,166301,shop_6,lemon-boost,plastic,1.5lt,1.78,19124
1159,31/01/13,Patra,38.24444,21.73444,166301,shop_6,orange-power,can,330ml,0.47,47618
1160,31/01/13,Patra,38.24444,21.73444,166301,shop_6,orange-power,glass,500ml,0.67,36470
1161,31/01/13,Larisa,39.63689,22.41761,139242,shop_5,gazoza,glass,500ml,0.4,45807
1162,31/01/13,Larisa,39.63689,22.41761,139242,shop_5,orange-power,can,330ml,0.49,27216
1163,31/01/13,Thessaloniki,40.64361,22.93086,347001,shop_4,gazoza,glass,500ml,0.63,33261
1164,31/01/13,Athens,37.96245,23.68708,671022,shop_3,orange-power,plastic,1.5lt,1.2,15938
1165,31/01/13,Larisa,39.63689,22.41761,139242,shop_5,orange-power,glass,500ml,1.06,10028
1166,31/01/13,Irakleion,35.32787,25.14341,135432,shop_2,orange-power,plastic,1.5lt,1.61,21205
1167,31/01/13,Thessaloniki,40.64361,22.93086,347001,shop_4,gazoza,can,330ml,0.27,53951
1168,31/01/13,Patra,38.24444,21.73444,166301,shop_6,lemon-boost,can,330ml,0.62,22343
1169,31/01/13,Larisa,39.63689,22.41761,139242,shop_5,adult-cola,plastic,1.5lt,3.26,7274
1170,28/02/13,Athens,37.97945,23.71622,671022,shop_1,kinder-cola,glass,500ml,0.86,11893
1171,28/02/13,Athens,37.97945,23.71622,671022,shop_1,kinder-cola,can,330ml,0.92,7149
1172,28/02/13,Athens,37.97945,23.71622,671022,shop_1,adult-cola,glass,500ml,1.26,9503
1173,28/02/13,Athens,37.97945,23.71622,671022,shop_1,adult-cola,can,330ml,0.58,22490
1174,28/02/13,Athens,37.97945,23.71622,671022,shop_1,orange-power,glass,500ml,0.64,25729
1175,28/02/13,Athens,,23.71622,671022,shop_1,orange-power,can,330ml,0.5,21013
1176,28/02/13,Athens,37.97945,23.71622,671022,shop_1,gazoza,glass,500ml,0.64,18299
1177,28/02/13,Athens,37.97945,23.71622,671022,shop_1,gazoza,plastic,1.5lt,0.84,15484
1178,28/02/13,Athens,37.97945,23.71622,671022,shop_1,gazoza,can,330ml,0.19,47582
1179,28/02/13,Athens,37.97945,23.71622,671022,shop_1,lemon-boost,glass,500ml,1.15,8249
1180,28/02/13,Athens,37.97945,23.71622,671022,shop_1,lemon-boost,plastic,1.5lt,3.17,2953
1181,28/02/13,Irakleion,35.32787,25.14341,135432,shop_2,kinder-cola,glass,500ml,1.36,9520
1182,28/02/13,Irakleion,35.32787,25.14341,135432,shop_2,kinder-cola,plastic,1.5lt,2.61,8891
1183,28/02/13,Irakleion,35.32787,25.14341,135432,shop_2,kinder-cola,can,330ml,0.83,8479
1184,28/02/13,Irakleion,35.32787,25.14341,135432,shop_2,adult-cola,glass,500ml,1.15,13062
1185,28/02/13,Irakleion,35.32787,25.14341,135432,shop_2,adult-cola,plastic,1.5lt,2.73,7977
1186,28/02/13,Irakleion,35.32787,25.14341,135432,shop_2,orange-power,glass,500ml,1.04,8596
1187,28/02/13,Irakleion,35.32787,25.14341,135432,shop_2,orange-power,plastic,1.5lt,1.69,16893
1188,28/02/13,Irakleion,35.32787,25.14341,135432,shop_2,orange-power,can,330ml,0.33,44990
1189,28/02/13,Irakleion,35.32787,25.14341,135432,shop_2,gazoza,glass,500ml,0.71,18326
1190,28/02/13,Irakleion,35.32787,25.14341,135432,shop_2,gazoza,can,330ml,0.27,40706
1191,28/02/13,Irakleion,35.32787,25.14341,135432,shop_2,lemon-boost,glass,500ml,1.01,12200
1192,28/02/13,Irakleion,35.32787,25.14341,135432,shop_2,lemon-boost,can,330ml,0.57,17558
1193,28/02/13,Patra,38.24444,21.73444,166301,shop_6,kinder-cola,glass,500ml,1.74,7176
1194,28/02/13,Patra,38.24444,21.73444,166301,shop_6,kinder-cola,plastic,1.5lt,3.33,9014
1195,28/02/13,Patra,38.24444,21.73444,166301,shop_6,kinder-cola,can,330ml,0.65,16149
1196,28/02/13,Patra,38.24444,21.73444,166301,shop_6,adult-cola,glass,500ml,1.31,14484
1197,28/02/13,Patra,38.24444,21.73444,166301,shop_6,adult-cola,plastic,1.5lt,3.17,10108
1198,28/02/13,Patra,38.24444,21.73444,166301,shop_6,adult-cola,can,330ml,0.54,34234
1199,28/02/13,Patra,38.24444,21.73444,166301,shop_6,orange-power,plastic,1.5lt,2.13,17286
1200,28/02/13,Patra,38.24444,21.73444,166301,shop_6,orange-power,can,330ml,0.46,35761
1201,28/02/13,Patra,38.24444,21.73444,166301,shop_6,gazoza,can,330ml,0.29,58463
1202,28/02/13,Patra,38.24444,21.73444,166301,shop_6,lemon-boost,glass,500ml,1,19153
1203,28/02/13,Patra,38.24444,21.73444,166301,shop_6,lemon-boost,plastic,1.5lt,2.25,12548
1204,28/02/13,Patra,38.24444,21.73444,166301,shop_6,lemon-boost,can,330ml,0.65,15906
1205,28/02/13,Thessaloniki,40.64361,22.93086,347001,shop_4,kinder-cola,glass,500ml,1.24,10802
1206,28/02/13,Thessaloniki,40.64361,22.93086,347001,shop_4,kinder-cola,plastic,1.5lt,2.78,8769
1207,28/02/13,Thessaloniki,40.64361,22.93086,347001,shop_4,kinder-cola,can,330ml,0.58,15752
1208,28/02/13,Thessaloniki,40.64361,22.93086,347001,shop_4,adult-cola,glass,500ml,1.23,11651
1209,28/02/13,Thessaloniki,40.64361,22.93086,347001,shop_4,adult-cola,plastic,1.5lt,2.64,12819
1210,28/02/13,Thessaloniki,40.64361,22.93086,347001,shop_4,adult-cola,can,330ml,0.6,24146
1211,28/02/13,Thessaloniki,40.64361,22.93086,347001,shop_4,orange-power,glass,500ml,0.87,23338
1212,28/02/13,Thessaloniki,40.64361,22.93086,347001,shop_4,orange-power,can,330ml,0.36,36455
1213,28/02/13,Thessaloniki,40.64361,22.93086,347001,shop_4,gazoza,glass,500ml,0.66,23519
1214,28/02/13,Thessaloniki,40.64361,22.93086,347001,shop_4,gazoza,plastic,1.5lt,0.89,26065
1215,28/02/13,Thessaloniki,40.64361,22.93086,347001,shop_4,lemon-boost,glass,500ml,1.08,14368
1216,28/02/13,Thessaloniki,40.64361,22.93086,347001,shop_4,lemon-boost,plastic,1.5lt,1.64,13616
1217,28/02/13,Thessaloniki,40.64361,22.93086,347001,shop_4,lemon-boost,can,330ml,0.55,19597
1218,28/02/13,Athens,37.96245,23.68708,671022,shop_3,kinder-cola,glass,500ml,1.1,8571
1219,28/02/13,Athens,37.96245,23.68708,671022,shop_3,kinder-cola,plastic,1.5lt,3.54,3396
1220,28/02/13,Athens,37.96245,23.68708,671022,shop_3,kinder-cola,can,330ml,0.74,8454
1221,28/02/13,Athens,37.96245,23.68708,671022,shop_3,adult-cola,glass,500ml,1.35,6389
1222,28/02/13,Athens,37.96245,23.68708,671022,shop_3,adult-cola,plastic,1.5lt,2.46,10709
1223,28/02/13,Athens,37.96245,23.68708,671022,shop_3,adult-cola,can,330ml,0.7,12591
1224,28/02/13,Athens,37.96245,23.68708,671022,shop_3,orange-power,plastic,1.5lt,1.81,10245
1225,28/02/13,Athens,37.96245,23.68708,671022,shop_3,orange-power,can,330ml,0.49,16297
1226,28/02/13,Athens,37.96245,23.68708,671022,shop_3,gazoza,glass,500ml,0.51,23685
1227,28/02/13,Athens,37.96245,23.68708,671022,shop_3,gazoza,can,330ml,0.36,18615
1228,28/02/13,Athens,37.96245,23.68708,671022,shop_3,lemon-boost,glass,500ml,0.8,10239
1229,28/02/13,Athens,37.96245,23.68708,671022,shop_3,lemon-boost,plastic,1.5lt,2.79,4192
1230,28/02/13,Athens,37.96245,23.68708,671022,shop_3,lemon-boost,can,330ml,0.35,17008
1231,28/02/13,Larisa,39.63689,22.41761,139242,shop_5,kinder-cola,glass,500ml,1.3,8968
1232,28/02/13,Larisa,39.63689,22.41761,139242,shop_5,kinder-cola,plastic,1.5lt,3.35,5979
1233,28/02/13,Larisa,39.63689,22.41761,139242,shop_5,kinder-cola,can,330ml,0.79,6966
1234,28/02/13,Larisa,39.63689,22.41761,139242,shop_5,adult-cola,glass,500ml,1.3,9873
1235,28/02/13,Larisa,39.63689,22.41761,139242,shop_5,adult-cola,can,330ml,0.34,29358
1236,28/02/13,Larisa,39.63689,22.41761,139242,shop_5,orange-power,glass,500ml,0.76,17496
1237,28/02/13,Larisa,39.63689,22.41761,139242,shop_5,orange-power,plastic,1.5lt,2.07,8103
1238,28/02/13,Larisa,39.63689,22.41761,139242,shop_5,orange-power,can,330ml,0.36,27414
1239,28/02/13,Larisa,39.63689,22.41761,139242,shop_5,gazoza,glass,500ml,0.64,17866
1240,28/02/13,Larisa,39.63689,22.41761,139242,shop_5,gazoza,plastic,1.5lt,1.19,11447
1241,28/02/13,Larisa,39.63689,22.41761,139242,shop_5,lemon-boost,glass,500ml,1.14,6672
1242,28/02/13,Larisa,39.63689,22.41761,139242,shop_5,lemon-boost,plastic,1.5lt,1.96,10915
1243,28/02/13,Larisa,39.63689,22.41761,139242,shop_5,lemon-boost,can,330ml,0.55,11749
1244,28/02/13,Irakleion,35.32787,25.14341,135432,shop_2,lemon-boost,plastic,1.5lt,0.75,15790
1245,28/02/13,Larisa,39.63689,22.41761,139242,shop_5,adult-cola,plastic,1.5lt,2.08,12660
1246,28/02/13,Athens,37.96245,23.68708,671022,shop_3,orange-power,glass,500ml,0.74,18442
1247,28/02/13,Patra,38.24444,21.73444,166301,shop_6,orange-power,glass,500ml,0.73,39159
1248,28/02/13,Irakleion,35.32787,25.14341,135432,shop_2,gazoza,plastic,1.5lt,0.91,27469
1249,28/02/13,Athens,37.97945,23.71622,671022,shop_1,orange-power,plastic,1.5lt,1.39,17040
1250,28/02/13,Athens,37.97945,23.71622,671022,shop_1,kinder-cola,plastic,1.5lt,2.66,7921
1251,28/02/13,Patra,38.24444,21.73444,166301,shop_6,gazoza,glass,500ml,0.41,76120
1252,28/02/13,Irakleion,35.32787,25.14341,135432,shop_2,adult-cola,can,330ml,0.49,25780
1253,28/02/13,Athens,37.96245,23.68708,671022,shop_3,gazoza,plastic,1.5lt,1.37,9029
1254,28/02/13,Thessaloniki,40.64361,22.93086,347001,shop_4,orange-power,plastic,1.5lt,1.74,19342
1255,28/02/13,Patra,38.24444,21.73444,166301,shop_6,gazoza,plastic,1.5lt,0.88,30639
1256,28/02/13,Athens,37.97945,23.71622,671022,shop_1,adult-cola,plastic,1.5lt,1.91,12703
1257,28/02/13,Larisa,39.63689,22.41761,139242,shop_5,gazoza,can,330ml,0.27,32930
1258,28/02/13,Athens,37.97945,23.71622,671022,shop_1,lemon-boost,can,330ml,0.45,22493
1259,28/02/13,Thessaloniki,40.64361,22.93086,347001,shop_4,gazoza,can,330ml,0.34,33283
1260,31/03/13,Athens,37.97945,23.71622,671022,shop_1,kinder-cola,glass,500ml,1.03,17406
1261,31/03/13,Athens,37.97945,23.71622,671022,shop_1,kinder-cola,plastic,1.5lt,2.4,13149
1262,31/03/13,Athens,37.97945,23.71622,671022,shop_1,adult-cola,glass,500ml,1.45,11019
1263,31/03/13,Athens,,,671022,shop_1,adult-cola,plastic,1.5lt,3.65,7870
1264,31/03/13,Athens,37.97945,23.71622,671022,shop_1,adult-cola,can,330ml,0.84,13338
1265,31/03/13,Athens,37.97945,23.71622,671022,shop_1,orange-power,glass,500ml,0.83,30317
1266,31/03/13,Athens,37.97945,23.71622,671022,shop_1,orange-power,plastic,1.5lt,1.87,21668
1267,31/03/13,Athens,37.97945,23.71622,671022,shop_1,gazoza,glass,500ml,0.52,47421
1268,31/03/13,Athens,37.97945,23.71622,671022,shop_1,gazoza,plastic,1.5lt,0.56,43648
1269,31/03/13,Athens,37.97945,23.71622,671022,shop_1,gazoza,can,330ml,0.33,41040
1270,31/03/13,Athens,37.97945,23.71622,671022,shop_1,lemon-boost,glass,500ml,0.93,17496
1271,31/03/13,Athens,37.97945,23.71622,671022,shop_1,lemon-boost,plastic,1.5lt,1.65,16553
1272,31/03/13,Athens,37.97945,23.71622,671022,shop_1,lemon-boost,can,330ml,0.61,17492
1273,31/03/13,Irakleion,35.32787,25.14341,135432,shop_2,kinder-cola,glass,500ml,1.24,13835
1274,31/03/13,Irakleion,35.32787,25.14341,135432,shop_2,kinder-cola,plastic,1.5lt,2.86,11093
1275,31/03/13,Irakleion,35.32787,25.14341,135432,shop_2,kinder-cola,can,330ml,0.92,12516
1276,31/03/13,Irakleion,35.32787,25.14341,135432,shop_2,adult-cola,glass,500ml,1.2,18877
1277,31/03/13,Irakleion,35.32787,25.14341,135432,shop_2,adult-cola,plastic,1.5lt,2.27,19130
1278,31/03/13,Irakleion,35.32787,25.14341,135432,shop_2,orange-power,glass,500ml,0.67,46648
1279,31/03/13,Irakleion,35.32787,25.14341,135432,shop_2,orange-power,can,330ml,0.37,56096
1280,31/03/13,Irakleion,35.32787,25.14341,135432,shop_2,gazoza,plastic,1.5lt,1.36,18550
1281,31/03/13,Irakleion,35.32787,25.14341,135432,shop_2,gazoza,can,330ml,0.34,47979
1282,31/03/13,Irakleion,35.32787,25.14341,135432,shop_2,lemon-boost,glass,500ml,0.77,26601
1283,31/03/13,Irakleion,35.32787,25.14341,135432,shop_2,lemon-boost,plastic,1.5lt,2.1,14806
1284,31/03/13,Irakleion,35.32787,25.14341,135432,shop_2,lemon-boost,can,330ml,0.58,23437
1285,31/03/13,Patra,38.24444,21.73444,166301,shop_6,kinder-cola,glass,500ml,1.43,16157
1286,31/03/13,Patra,38.24444,21.73444,166301,shop_6,kinder-cola,plastic,1.5lt,2.36,16927
1287,31/03/13,Patra,38.24444,21.73444,166301,shop_6,kinder-cola,can,330ml,0.65,26102
1288,31/03/13,Patra,38.24444,21.73444,166301,shop_6,adult-cola,glass,500ml,1.12,37147
1289,31/03/13,Patra,38.24444,21.73444,166301,shop_6,adult-cola,plastic,1.5lt,3.18,15405
1290,31/03/13,Patra,38.24444,21.73444,166301,shop_6,adult-cola,can,330ml,0.52,50965
1291,31/03/13,Patra,38.24444,21.73444,166301,shop_6,orange-power,glass,500ml,0.89,33524
1292,31/03/13,Patra,38.24444,21.73444,166301,shop_6,orange-power,plastic,1.5lt,1.31,43343
1293,31/03/13,Patra,38.24444,21.73444,166301,shop_6,orange-power,can,330ml,0.56,39479
1294,31/03/13,Patra,38.24444,21.73444,166301,shop_6,gazoza,glass,500ml,0.54,66019
1295,31/03/13,Patra,38.24444,21.73444,166301,shop_6,gazoza,can,330ml,0.37,51491
1296,31/03/13,Patra,38.24444,21.73444,166301,shop_6,lemon-boost,glass,500ml,0.97,26711
1297,31/03/13,Patra,38.24444,21.73444,166301,shop_6,lemon-boost,plastic,1.5lt,1.44,28629
1298,31/03/13,Patra,38.24444,21.73444,166301,shop_6,lemon-boost,can,330ml,0.57,30683
1299,31/03/13,Thessaloniki,40.64361,22.93086,347001,shop_4,kinder-cola,glass,500ml,1.11,19207
1300,31/03/13,Thessaloniki,40.64361,22.93086,347001,shop_4,kinder-cola,plastic,1.5lt,1.64,17107
1301,31/03/13,Thessaloniki,40.64361,22.93086,347001,shop_4,adult-cola,glass,500ml,1.11,28184
1302,31/03/13,Thessaloniki,40.64361,22.93086,347001,shop_4,adult-cola,plastic,1.5lt,2.09,27447
1303,31/03/13,Thessaloniki,40.64361,22.93086,347001,shop_4,adult-cola,can,330ml,0.69,25322
1304,31/03/13,Thessaloniki,40.64361,22.93086,347001,shop_4,orange-power,glass,500ml,0.94,34166
1305,31/03/13,Thessaloniki,40.64361,22.93086,347001,shop_4,orange-power,plastic,1.5lt,1.43,29437
1306,31/03/13,Thessaloniki,40.64361,22.93086,347001,shop_4,orange-power,can,330ml,0.48,40670
